,Symptoms,Conditions
1731,"['chronic cough (>8 weeks, normal chest xray)', 'fever 103f to 104f']","[('Asthma (teen And Adult)', 'STRONG match'), ('Heartburn/GERD', 'Moderate match'), ('Chronic Sinusitis', 'Moderate match'), ('Drug Allergy', 'Moderate match'), ('Coronavirus', 'Moderate match')]"
1732,"['chronic cough (>8 weeks, normal chest xray)', 'fever extreme above 106f']","[('Asthma (teen And Adult)', 'STRONG match'), ('Heartburn/GERD', 'Moderate match'), ('Chronic Sinusitis', 'Moderate match'), ('Drug Allergy', 'Moderate match'), ('Coronavirus', 'Moderate match')]"
1733,"['chronic cough (>8 weeks, normal chest xray)', 'low grade fever below 100.4f']","[('Asthma (teen And Adult)', 'STRONG match'), ('Heartburn/GERD', 'Moderate match'), ('Drug Allergy', 'Moderate match'), ('Chronic Sinusitis', 'Moderate match'), ('Whooping Cough', 'Moderate match')]"
1734,"['chronic cough (>8 weeks, normal chest xray)', 'fever goes up and down']","[('Asthma (teen And Adult)', 'STRONG match'), ('Heartburn/GERD', 'Moderate match'), ('Hodgkins Disease', 'Moderate match'), ('Drug Allergy', 'Moderate match'), ('Chronic Sinusitis', 'Moderate match')]"
1735,"['chronic cough (>8 weeks, normal chest xray)', 'constant fever with varying temperatures']","[('Asthma (teen And Adult)', 'STRONG match'), ('Heartburn/GERD', 'Moderate match'), ('Hodgkins Disease', 'Moderate match'), ('Drug Allergy', 'Moderate match'), ('Chronic Sinusitis', 'Moderate match')]"
1736,"['chronic cough (>8 weeks, normal chest xray)', 'high grade fever between 103f to 104f']","[('Asthma (teen And Adult)', 'STRONG match'), ('Heartburn/GERD', 'Moderate match'), ('Chronic Sinusitis', 'Moderate match'), ('Drug Allergy', 'Moderate match'), ('Coronavirus', 'Moderate match')]"
1737,"['cough', 'headache']","[('Influenza (flu) Adults', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Common Cold', 'Fair match'), ('Chronic Sinusitis', 'Fair match')]"
1738,"['cough', 'new headache']","[('Influenza (flu) Adults', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Common Cold', 'Fair match'), ('Chronic Sinusitis', 'Fair match')]"
1739,"['cough', 'throbbing headache']","[('Migraine Headache (adult)', 'Moderate match'), ('Influenza (flu) Adults', 'Moderate match'), ('Cluster Headache', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Bacterial Pneumonia', 'Fair match')]"
1740,"['cough', 'headache pulsating']","[('Migraine Headache (adult)', 'Moderate match'), ('Influenza (flu) Adults', 'Moderate match'), ('Cluster Headache', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Bacterial Pneumonia', 'Fair match')]"
1741,"['cough', 'pounding headache']","[('Migraine Headache (adult)', 'Moderate match'), ('Influenza (flu) Adults', 'Moderate match'), ('Cluster Headache', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Bacterial Pneumonia', 'Fair match')]"
1742,"['cough', 'dull headache']","[('Influenza (flu) Adults', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Common Cold', 'Fair match'), ('Chronic Sinusitis', 'Fair match')]"
1743,"['cough', 'migraine headache']","[('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Common Cold', 'Fair match'), ('Chronic Sinusitis', 'Fair match')]"
1744,"['cough', 'headache, occipital']","[('Influenza (flu) Adults', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Common Cold', 'Fair match'), ('Chronic Sinusitis', 'Fair match')]"
1745,"['cough', 'repeated headaches']","[('Chronic Sinusitis', 'Moderate match'), ('Migraine Headache (adult)', 'Moderate match'), ('Influenza (flu) Adults', 'Moderate match'), ('Cluster Headache', 'Moderate match'), ('Coronavirus', 'Fair match')]"
1746,"['cough', 'recurring headache']","[('Chronic Sinusitis', 'Moderate match'), ('Migraine Headache (adult)', 'Moderate match'), ('Influenza (flu) Adults', 'Moderate match'), ('Cluster Headache', 'Moderate match'), ('Coronavirus', 'Fair match')]"
1747,"['cough', 'severe headache']","[('Influenza (flu) Adults', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Common Cold', 'Fair match'), ('Chronic Sinusitis', 'Fair match')]"
1748,"['cough', 'tension headache']","[('Influenza (flu) Adults', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Common Cold', 'Fair match'), ('Chronic Sinusitis', 'Fair match')]"
1749,"['cough', 'headache with sex']","[('Influenza (flu) Adults', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Common Cold', 'Fair match'), ('Chronic Sinusitis', 'Fair match')]"
1750,"['cough', 'sudden severe headache']","[('Influenza (flu) Adults', 'Moderate match'), ('Subarachnoid Hemorrhage', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Common Cold', 'Fair match')]"
1751,"['cough', 'headache behind ears']","[('Influenza (flu) Adults', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Common Cold', 'Fair match'), ('Chronic Sinusitis', 'Fair match')]"
1752,"['cough', 'headache on temples']","[('Influenza (flu) Adults', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Common Cold', 'Fair match'), ('Chronic Sinusitis', 'Fair match')]"
1753,"['cough', 'one sided headache']","[('Migraine Headache (adult)', 'Moderate match'), ('Influenza (flu) Adults', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Common Cold', 'Fair match')]"
1754,"['cough', 'headache that just started']","[('Influenza (flu) Adults', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Common Cold', 'Fair match'), ('Chronic Sinusitis', 'Fair match')]"
1755,"['cough', 'waking up with headache']","[('Influenza (flu) Adults', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Common Cold', 'Fair match'), ('Chronic Sinusitis', 'Fair match')]"
1756,"['cough', 'headache in the morning']","[('Influenza (flu) Adults', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Common Cold', 'Fair match'), ('Chronic Sinusitis', 'Fair match')]"
1757,"['cough', 'headache in front of head']","[('Influenza (flu) Adults', 'Moderate match'), ('Chronic Sinusitis', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Common Cold', 'Fair match')]"
1758,"['cough', 'headache in back of head']","[('Influenza (flu) Adults', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Common Cold', 'Fair match'), ('Chronic Sinusitis', 'Fair match')]"
1759,"['dry cough', 'headache']","[('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Acute Sinusitis', 'Fair match'), ('Influenza (flu) Adults', 'Fair match')]"
1760,"['dry cough', 'new headache']","[('Acute Sinusitis', 'Fair match'), ('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Influenza (flu) Adults', 'Fair match')]"
1761,"['dry cough', 'throbbing headache']","[('Migraine Headache (adult)', 'Moderate match'), ('Cluster Headache', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match')]"
1762,"['dry cough', 'headache pulsating']","[('Migraine Headache (adult)', 'Moderate match'), ('Cluster Headache', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match')]"
1763,"['dry cough', 'pounding headache']","[('Migraine Headache (adult)', 'Moderate match'), ('Cluster Headache', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match')]"
1764,"['dry cough', 'dull headache']","[('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Acute Sinusitis', 'Fair match'), ('Influenza (flu) Adults', 'Fair match')]"
1765,"['dry cough', 'migraine headache']","[('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Acute Sinusitis', 'Fair match'), ('Influenza (flu) Adults', 'Fair match')]"
1766,"['dry cough', 'headache, occipital']","[('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Acute Sinusitis', 'Fair match'), ('Influenza (flu) Adults', 'Fair match')]"
1767,"['dry cough', 'repeated headaches']","[('Migraine Headache (adult)', 'Moderate match'), ('Cluster Headache', 'Moderate match'), ('Chronic Sinusitis', 'Fair match'), ('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match')]"
1768,"['dry cough', 'recurring headache']","[('Migraine Headache (adult)', 'Moderate match'), ('Cluster Headache', 'Moderate match'), ('Chronic Sinusitis', 'Fair match'), ('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match')]"
1769,"['dry cough', 'severe headache']","[('Acute Sinusitis', 'Fair match'), ('Influenza (flu) Adults', 'Fair match'), ('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match')]"
1770,"['dry cough', 'tension headache']","[('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Acute Sinusitis', 'Fair match'), ('Influenza (flu) Adults', 'Fair match')]"
1771,"['dry cough', 'headache with sex']","[('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Acute Sinusitis', 'Fair match'), ('Influenza (flu) Adults', 'Fair match')]"
1772,"['dry cough', 'sudden severe headache']","[('Subarachnoid Hemorrhage', 'Moderate match'), ('Influenza (flu) Adults', 'Fair match'), ('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match')]"
1773,"['dry cough', 'headache behind ears']","[('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Acute Sinusitis', 'Fair match'), ('Influenza (flu) Adults', 'Fair match')]"
1774,"['dry cough', 'headache on temples']","[('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Acute Sinusitis', 'Fair match'), ('Influenza (flu) Adults', 'Fair match')]"
1775,"['dry cough', 'one sided headache']","[('Migraine Headache (adult)', 'Moderate match'), ('Acute Sinusitis', 'Fair match'), ('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match')]"
1776,"['dry cough', 'headache that just started']","[('Acute Sinusitis', 'Fair match'), ('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Influenza (flu) Adults', 'Fair match')]"
1777,"['dry cough', 'waking up with headache']","[('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Acute Sinusitis', 'Fair match'), ('Influenza (flu) Adults', 'Fair match')]"
1778,"['dry cough', 'headache in the morning']","[('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Acute Sinusitis', 'Fair match'), ('Influenza (flu) Adults', 'Fair match')]"
1779,"['dry cough', 'headache in front of head']","[('Chronic Sinusitis', 'Fair match'), ('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Acute Sinusitis', 'Fair match')]"
1780,"['dry cough', 'headache in back of head']","[('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Acute Sinusitis', 'Fair match'), ('Influenza (flu) Adults', 'Fair match')]"
1781,"['cough, nonproductive', 'headache']","[('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Acute Sinusitis', 'Fair match'), ('Influenza (flu) Adults', 'Fair match')]"
1782,"['cough, nonproductive', 'new headache']","[('Acute Sinusitis', 'Fair match'), ('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Influenza (flu) Adults', 'Fair match')]"
1783,"['cough, nonproductive', 'throbbing headache']","[('Migraine Headache (adult)', 'Moderate match'), ('Cluster Headache', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match')]"
1784,"['cough, nonproductive', 'headache pulsating']","[('Migraine Headache (adult)', 'Moderate match'), ('Cluster Headache', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match')]"
1785,"['cough, nonproductive', 'pounding headache']","[('Migraine Headache (adult)', 'Moderate match'), ('Cluster Headache', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match')]"
1786,"['cough, nonproductive', 'dull headache']","[('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Acute Sinusitis', 'Fair match'), ('Influenza (flu) Adults', 'Fair match')]"
1787,"['cough, nonproductive', 'migraine headache']","[('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Acute Sinusitis', 'Fair match'), ('Influenza (flu) Adults', 'Fair match')]"
1788,"['cough, nonproductive', 'headache, occipital']","[('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Acute Sinusitis', 'Fair match'), ('Influenza (flu) Adults', 'Fair match')]"
1789,"['cough, nonproductive', 'repeated headaches']","[('Migraine Headache (adult)', 'Moderate match'), ('Cluster Headache', 'Moderate match'), ('Chronic Sinusitis', 'Fair match'), ('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match')]"
1790,"['cough, nonproductive', 'recurring headache']","[('Migraine Headache (adult)', 'Moderate match'), ('Cluster Headache', 'Moderate match'), ('Chronic Sinusitis', 'Fair match'), ('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match')]"
1791,"['cough, nonproductive', 'severe headache']","[('Acute Sinusitis', 'Fair match'), ('Influenza (flu) Adults', 'Fair match'), ('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match')]"
1792,"['cough, nonproductive', 'tension headache']","[('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Acute Sinusitis', 'Fair match'), ('Influenza (flu) Adults', 'Fair match')]"
1793,"['cough, nonproductive', 'headache with sex']","[('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Acute Sinusitis', 'Fair match'), ('Influenza (flu) Adults', 'Fair match')]"
1794,"['cough, nonproductive', 'sudden severe headache']","[('Subarachnoid Hemorrhage', 'Moderate match'), ('Influenza (flu) Adults', 'Fair match'), ('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match')]"
1795,"['cough, nonproductive', 'headache behind ears']","[('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Acute Sinusitis', 'Fair match'), ('Influenza (flu) Adults', 'Fair match')]"
1796,"['cough, nonproductive', 'headache on temples']","[('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Acute Sinusitis', 'Fair match'), ('Influenza (flu) Adults', 'Fair match')]"
1797,"['cough, nonproductive', 'one sided headache']","[('Migraine Headache (adult)', 'Moderate match'), ('Acute Sinusitis', 'Fair match'), ('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match')]"
1798,"['cough, nonproductive', 'headache that just started']","[('Acute Sinusitis', 'Fair match'), ('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Influenza (flu) Adults', 'Fair match')]"
1799,"['cough, nonproductive', 'waking up with headache']","[('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Acute Sinusitis', 'Fair match'), ('Influenza (flu) Adults', 'Fair match')]"
1800,"['cough, nonproductive', 'headache in the morning']","[('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Acute Sinusitis', 'Fair match'), ('Influenza (flu) Adults', 'Fair match')]"
1801,"['cough, nonproductive', 'headache in front of head']","[('Chronic Sinusitis', 'Fair match'), ('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Acute Sinusitis', 'Fair match')]"
1802,"['cough, nonproductive', 'headache in back of head']","[('Coronavirus', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Acute Sinusitis', 'Fair match'), ('Influenza (flu) Adults', 'Fair match')]"
1803,"['hacking cough', 'headache']","[('Influenza (flu) Adults', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Swine Influenza', 'Fair match'), ('Whooping Cough', 'Fair match')]"
1804,"['hacking cough', 'new headache']","[('Influenza (flu) Adults', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Swine Influenza', 'Fair match'), ('Whooping Cough', 'Fair match')]"
1805,"['hacking cough', 'throbbing headache']","[('Migraine Headache (adult)', 'Moderate match'), ('Influenza (flu) Adults', 'Moderate match'), ('Cluster Headache', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match')]"
1806,"['hacking cough', 'headache pulsating']","[('Migraine Headache (adult)', 'Moderate match'), ('Influenza (flu) Adults', 'Moderate match'), ('Cluster Headache', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match')]"
